City,ARIMA_RMSE,LSTM_Residual_RMSE,Hybrid_RMSE
"Killeen, United States",9.36399829108208,1.8635574222876001,19.334562060994244
"Kitakyushu, Japan",9.868853776979703,1.3813567378567766,15.926989213556668
"Kitami, Japan",10.87672966359684,1.9372897500331645,7.197340451455585
"Kobe, Japan",11.594362122700067,1.4602745144846954,15.572934811429697
"Komsomolsk Na Amure, Russia",19.31998605146212,2.9015252528401705,8.688191766300541
"Krasnoyarsk, Russia",16.320947393462063,2.8576046327798195,6.380677207058989
"Kurashiki, Japan",11.594362122700067,1.4556262799773643,15.56284741025733
"Kure, Japan",11.078840619193423,1.4531648588373471,15.841140634556787
"Kurume, Japan",11.459933405824662,1.4612573598056136,15.696101016692186
"Kyzyl, Russia",21.299108507401677,3.557045747225562,10.491444971137476
"López Mateos, Mexico",2.494907614257499,0.8799498200782516,16.887949852703752
"La Paz, Bolivia",1.9606324854357018,0.9256337192692532,8.588027114908739
"La Paz, Mexico",4.539620315298676,0.8525185406630725,25.374753652611098
"La Plata, Argentina",6.500532939824687,1.5262913537360931,16.316279483862644
"La Rioja, Argentina",8.283038889565509,2.80794108811343,17.863536503415098
"La Serena, Chile",1.3264554900616878,0.6736550242009353,15.070545041756121
"Lafayette, United States",7.247514512345523,1.5573505540900792,21.210413327771754
"Laiwu, China",15.814530441514293,1.4646980443186233,14.840806931334038
"Laiyang, China",12.485280517176975,1.138622695955117,14.187508242694609
"Lancaster, United States",5.912923250152131,1.6503450425583028,16.950504056017643
"Las Tunas, Cuba",0.6759737251398178,0.7350629213492933,25.967287063963997
"León, Mexico",3.208223683289617,1.196830540978491,17.298666933751512
"Leninsk Kuznetskiy, Russia",22.916450841508674,3.9341947262268446,12.015400248647286
"Liancheng, China",6.133379014386155,1.5391819702109029,22.378317881373512
"Liaocheng, China",16.284355999500416,1.6630561201170477,14.951438862630432
"Linchuan, China",12.501581624207224,1.4455317401837107,18.822571680266893
"Linhai, China",10.452567993908632,1.341896137449186,17.977894940770888
"Linqing, China",16.284355999500416,1.8629384546553793,14.70435441301385
"Lisbon, Portugal",4.614921395192267,1.6845064165266241,15.52950959685856
"Liuzhou, China",9.726930616225719,1.4411926563275437,19.70986041276881
"Long Beach, United States",2.922078632992142,1.3483188824924002,16.856639924500445
"Longfeng, China",21.55036058617151,2.658132694802468,8.556028869205084
"Longjiang, China",22.851318763526972,2.1381751567753406,9.366369223076907
"Los Angeles, Chile",4.969550203127079,0.8082501343652126,13.290643035024104
"Los Angeles, United States",5.912923250152131,1.6418850648081715,17.009732959677716
"Los Reyes, Mexico",2.494907614257499,0.9098880231057578,16.95737726464233
"Lower Hutt, New Zealand",2.638181678625843,0.8690938584239642,12.755974722709706
"Luan, China",13.047060926008337,1.416759072600481,17.387268573726015
"Luohe, China",13.66694436498904,1.5398362374774228,16.5402146116698
"Luoyang, China",11.259902668078485,1.5704529113322743,18.046201250907675
"Luqiao, China",10.452567993908632,1.6474506652738863,17.428754152013884
"Málaga, Spain",3.8027929704706325,1.1960146595999983,17.812600665311884
"Médéa, Algeria",6.377604796736631,1.8497404866686757,17.160459335878347
"Mérida, Mexico",1.5757620243224615,0.777100141673796,25.828032821765156
"Maanshan, China",12.863203997214583,1.3574129517964957,17.672262041276745
"Macheng, China",13.093189794791394,1.7423947871438124,17.19559581814442
"Makasar, Indonesia",0.6066314315289405,0.6913630977841322,26.742478658288285
"Manzanillo, Cuba",1.060536800191437,0.6011935483039754,26.896119409246232
"Manzanillo, Mexico",2.0323200623964834,0.6689537165927167,27.331491372469877
"Maoming, China",5.494064711155066,1.4071936807633785,22.880541312570372
"Mar Del Plata, Argentina",4.754167358295956,1.0699698617184836,15.240345345688153
"Marbella, Spain",3.8027929704706325,1.2914608748746776,17.638722538617387
"Matanzas, Cuba",2.0765337632716334,0.9179863885641052,25.083495523092896
"Meilu, China",6.133379014386155,1.3453410531315146,22.992356363983212
"Mendoza, Argentina",9.407485316267584,1.222439896731027,18.375807575322526
"Mercedes, Argentina",7.299890280621981,1.4834745663331577,17.89429440822984
"Mesquite, United States",10.326099492389549,1.8551026795023426,19.3984862590713
"Mexicali, Mexico",7.062646997013649,1.5680595248978904,19.82060818551358
"Mexico, Mexico",2.494907614257499,0.9302161574910786,16.687882069336712
"Mezhdurechensk, Russia",15.653140674241248,3.3146625492168162,6.1916018607774435
"Mingshui, China",15.814530441514293,1.6289198271463816,14.611259227049596
"Misratah, Libya",4.380240819701111,1.2719152595691112,20.582620538479386
"Miyakonojo, Japan",8.239346571315874,1.2588654704315307,18.362110358645992
"Modesto, United States",7.035848356411518,1.6638675279234991,13.602981662008997
"Moreno Valley, United States",7.698759221550245,1.8553774111812082,17.337494246331936
"Nador, Morocco",5.3807719429706875,1.4401537460132483,17.04873078710389
"Nakhodka, Russia",9.863856289667284,1.4948474413436417,7.421594780877027
"Namangan, Uzbekistan",9.136712534946591,1.9562102503651813,11.855255626951909
"Nancha, China",19.99213206320283,2.64219934869287,6.267994524417241
"Nanchang, China",12.501581624207224,1.8304239136066247,18.0418627455594
"Nanjing, China",12.863203997214583,2.0123416273587336,16.335384816996797
"Nanning, China",6.639466007629593,1.4660590997645022,21.36337966975132
"Nantong, China",12.474685607356642,1.4290078445240724,17.3631948709248
"Naucalpan, Mexico",2.494907614257499,0.9380734902976956,17.224971868521877
"Nehe, China",23.33478038380871,2.515522048208967,9.116187191700659
"Netanya, Israel",5.726454496808008,1.2334393555178536,19.25089488815149
"Neuquen, Argentina",9.807876741188624,1.2208955440565192,13.00661463440364
"Nezahualcóyotl, Mexico",2.494907614257499,1.0776020471435301,16.316855937112397
"Nicolás Romero, Mexico",2.494907614257499,0.9690292975038391,16.590007082013305
"Niihama, Japan",11.594362122700067,1.327835369870668,15.80680017737641
"Ningbo, China",11.423793518407166,1.2055737205716437,18.184785284582563
"Nobeoka, Japan",11.459933405824662,1.294727083800621,16.03907767153306
"Norilsk, Russia",18.616575753052643,4.047520119317339,10.329640041532762
"North Shore, New Zealand",1.4078017858484237,0.828757778980021,16.838411210871964
"Norwalk, United States",5.912923250152131,1.8241823623885396,16.62140983868922
"Novokuznetsk, Russia",22.916450841508674,3.60017218722615,12.073183348777608
"Novosibirsk, Russia",24.05508723528042,3.412601139114999,12.552297146580617
"Oakland, United States",4.410762440703148,1.240744838393513,15.467019244235173
"Oceanside, United States",2.922078632992142,1.1834489280079539,17.42460397517558
"Omuta, Japan",11.459933405824662,1.5273853927850463,15.660071046190458
"Ontario, United States",7.698759221550245,1.9710678646133406,17.090346269580273
"Orange, United States",2.922078632992142,1.326580863896535,16.893631088496452
"Orizaba, Mexico",2.6900477337701107,0.9007834052766102,23.738945746341376
"Oruro, Bolivia",3.188772124730013,1.1402281769206908,8.236429544999265
"Osorno, Chile",6.065314927200675,1.1622593877481424,8.99866039748001
"Otaru, Japan",11.661136785784697,2.1080217893676116,8.041944166236172
"Oxnard, United States",5.912923250152131,1.5461608563792257,17.328677250258362
"Pachuca, Mexico",2.494907614257499,0.9318082454478943,17.15307697464782
"Palma Soriano, Cuba",1.060536800191437,0.5780978903636461,26.953651911447967
"Palmdale, United States",5.912923250152131,1.7140317388090316,16.7994617937874
"Parana, Argentina",5.7813406408090255,1.3887160527592166,19.190890951804082
"Pasadena, United States",8.106194835452529,0.9889834928231472,19.457038932498435
"Peristérion, Greece",5.124679769443722,1.2011602394455423,19.23566814115617
"Pinar Del Río, Cuba",1.8149562475524996,0.7831347621672485,25.625866592036676
"Pingdingshan, China",15.285522945993584,1.4690055478260637,15.560849755810061
"Plano, United States",10.326099492389549,1.8512648296754852,19.27801549369715
"Pomona, United States",5.912923250152131,1.8017307121479043,16.65314346219581
"Port Moresby, Papua New Guinea",0.8460771324489508,0.5963245622325819,25.174317386998496
"Potosí, Bolivia",2.935371216676662,0.9763356853749885,9.488638851744533
"Prokopyevsk, Russia",22.916450841508674,3.1259280073426665,11.643251652517028
"Puebla, Mexico",2.2225957866631423,0.9046541296321865,19.59645676511132
"Puerto Montt, Chile",6.065314927200675,1.2243316486071407,8.943480469050073
"Puerto Vallarta, Mexico",2.4774934895126735,0.6726218836686502,26.99870420255879
"Pulandian, China",12.010824340324524,1.7100656006072408,10.991240985726707
"Puqi, China",12.904122798633686,1.4796756268306948,18.241169077898224
"Puyang, China",16.284355999500416,1.7601069180983517,14.733304410014501
"Qabis, Tunisia",5.693588824317277,1.2492516155398063,20.974792522178685
"Qianguo, China",21.55036058617151,2.050660073574477,8.430452133436459
"Qingdao, China",12.485280517176975,1.1739888566204093,13.98148017373893
"Qingyuan, China",6.97327117013625,1.5187451350793852,21.69144856999164
"Qinzhou, China",5.834728917429115,1.7282725025785886,21.71881307688794
"Qiqihar, China",22.851318763526972,2.1457642130224577,9.299093807501915
"Qitaihe, China",17.86199577396065,2.2991065517560436,7.364463301105892
"Queluz, Portugal",4.614921395192267,1.4247716129821097,16.00865322764547
"Quilpue, Chile",3.298929103554256,0.7039133941173221,14.908880610268996
"Rabat, Morocco",4.599721267558276,1.160524481258012,18.44551958453187
"Ramat Gan, Israel",5.726454496808008,1.6569817165218161,18.534806345122956
"Rancagua, Chile",8.608997522967165,0.9151985080850205,8.259645054130715
"Rancho Cucamonga, United States",7.698759221550245,1.7995829844777382,17.469915633478685
"Ranghulu, China",22.851318763526972,2.313928182395303,9.696983593913565
"Rialto, United States",7.698759221550245,1.6815770700717283,18.42597005914185
"Richardson, United States",10.326099492389549,1.780697280062828,19.626532829473604
"Rio Cuarto, Argentina",7.477063017221975,1.4703475144358367,15.875418472159014
"Riverside, United States",7.698759221550245,1.6914929001301207,17.78017834054613
"Rizhao, China",14.372668341342616,1.4727577413076651,14.035034256310269
"Rosario, Argentina",6.9842672831277035,1.3240377641361962,17.37781514294529
"Rubtsovsk, Russia",17.16367188076373,3.5668872346282283,6.0469270269577775
"Ruian, China",10.452567993908632,1.306503789277186,18.017437425049998
"Sabratah, Libya",4.842853430494051,1.2166764249448643,20.715004858277535
"Sacramento, United States",4.410762440703148,1.5110580190570333,14.83167781219951
"Safaqis, Tunisia",4.477353814371051,1.1051275833581242,20.368118497999102
"Saga, Japan",11.459933405824662,1.1697583094742494,16.683552744120128
"Sakata, Japan",10.974512122687466,1.375464577762597,12.520555045951516
"Salalah, Oman",3.047057243885962,1.1879555683068717,25.89830332243572
"Salinas, United States",4.7491178921177095,1.3483957085870197,15.676636327087344
"Salta, Argentina",5.307005464943105,1.3110300687950462,13.739291749070624
"San Bernardino, United States",7.698759221550245,1.9134208838727083,17.179347435544294
"San Bernardo, Chile",7.780090057790797,1.2177929865254298,6.543361302581598
"San Carlos De Bariloche, Argentina",8.848903205033245,1.0889847354907556,9.491876699416359
"San Diego, United States",2.922078632992142,1.300307666974056,16.99886026836171
"San Francisco, United States",4.410762440703148,1.310003935132914,15.268316393261092
"San José, Costa Rica",0.896821021111151,0.6617877353261046,25.091018109061544
"San Jose, United States",4.410762440703148,1.2262417980669382,15.562425350523274
"San Juan, Argentina",10.309969402353483,1.366771849850391,18.644371323563075
"San Luis, Argentina",7.299890280621981,1.335522725772872,18.312453213714
"San Luis Potosí, Mexico",3.208223683289617,1.3150768503473071,17.06054265175302
"San Luis Río Colorado, Mexico",8.189884501515035,1.4786923125954303,23.086221863595156
"San Martin, Argentina",9.407485316267584,1.7051733068180652,17.283664318144435
"San Nicolas, Argentina",6.9842672831277035,1.2756951593451906,17.54960425364618
"San Pablo De Las Salinas, Mexico",2.494907614257499,0.8969764814834608,16.88605348014719
"San Rafael, Argentina",9.66693678757681,1.1914726094784511,15.801332421108771
"Sanbu, China",5.9388372736135375,1.1544013882454847,23.07713291069609
"Sancti Spíritus, Cuba",1.663471571176459,0.8367304692461717,25.798904262669236
"Sanda, Japan",11.594362122700067,1.2467264835325989,15.87091886064446
"Santa Ana, United States",2.922078632992142,1.2003905179392735,17.253258119624654
"Santa Clara, Cuba",1.5952871722140136,0.7337275689656346,26.25504334274734
"Santa Clara, United States",4.410762440703148,1.217664089332131,15.606855102105687
"Santa Clarita, United States",5.912923250152131,1.789558633019859,16.65238902315913
"Santa Fe, Argentina",5.7813406408090255,1.3129967155017326,19.690494098306694
"Santa Rosa, United States",4.410762440703148,1.3946133864506924,15.044774159269238
"Santiago, Chile",7.780090057790797,1.0798411236248309,6.892632245725925
"Santiago De Cuba, Cuba",0.9788476807914981,0.5486236721046799,26.59306335439828
"Santiago Del Estero, Argentina",7.403748230651388,1.4250391924728907,20.587063064909692
"Sasebo, Japan",9.73002338659915,1.0923562302540586,17.847604342143036
"Semey, Kazakhstan",17.920461125921346,3.2074309660846008,7.248946615016444
"Seoul, South Korea",11.461961737843412,1.7391821654396689,11.929412345368467
"Setúbal, Portugal",4.614921395192267,1.3516109197307065,16.252408074991884
"Seversk, Russia",21.714105555476685,3.5734771707626676,10.39472174947944
